range,from_id,to_id,tx1,rx1,tx2,rx2,tx3,rx3,fpp1,fpp2,skew1,skew2,r_iw_a_ifo001,q_ai_ifo001,r_iw_a_ifo002,q_ai_ifo002,r_iw_a_ifo003,q_ai_ifo003,gt_range,bias,pair,del_t1,del_t2,del_t3,del_t4,range_raw,bias_raw,tx1_raw,tx2_raw,tx3_raw,rx1_raw,rx2_raw,rx3_raw,std,timestamp
2.02682070634488,31,10,1794420705.960135,2495819989.9294577,2496132116.2796907,1794732845.9846928,2497670834.228409,1796271564.6668456,-81.57669830322266,-82.38079833984375,-0.7813000082969666,0.7199000120162964,[0.00726585 0.10237597 0.12929868],[ 0.02114184 -0.00815469 -0.36770699  0.92966557],[0.03596728 1.99248591 0.1097303 ],[-0.01336692  0.00447236 -0.42388764  0.90560498],[ 0.01669936 -1.98234192  0.13889163],[0.00615856 0.00678748 0.73884832 0.67380944],2.022440895539679,0.0043798108052013,"(31, 10)",312140.1742787361,312126.1987929344,1538718.7625200748,1538717.948718071,2.069499969482422,0.047059073942743,1794420705.942007,2496132116.198417,2497670834.147136,2495819989.9996243,1794732846.1162858,1796271564.878806,0.1557265211825105,2.798250436782837
4.024975203120323,30,21,1942384199.68486,2568011729.5783777,2568323919.372928,1942696416.542031,2569862637.321646,1944235135.490409,-100.21710205078124,-101.69670104980467,-1.0578999519348145,0.8120999932289124,[0.00718889 0.10241745 0.12924466],[ 0.0211061  -0.00796607 -0.36757976  0.92971834],[0.03603002 1.99255813 0.10981767],[-0.01302598  0.00502601 -0.42338915  0.90584032],[ 0.01661902 -1.98226886  0.13889353],[0.00613778 0.00679773 0.73881144 0.67384997],4.020932954497752,0.0040422486225706,"(30, 21)",312216.96902537346,312189.3623547554,1538719.1224708557,1538717.948718071,4.101200103759766,0.0802671492620135,1942384199.531751,2568323919.083032,2569862637.03175,2568011729.7206774,1942696416.5007763,1944235135.6232471,0.1894147216808955,3.014371871948242
1.4329318797570658,11,20,2826499544.1610627,2482895399.340044,2483200313.39414,2826804467.463712,2484739031.342857,2828343183.828839,-82.45089721679688,-82.04389953613281,0.8912000060081482,-0.3547999858856201,[0.00733147 0.10248405 0.12934069],[ 0.0212794  -0.00755374 -0.36745031  0.929769  ],[0.03605178 1.99264697 0.10997415],[-0.01341409  0.00452888 -0.42359126  0.90574265],[ 0.01662976 -1.9822636   0.13887647],[0.00628856 0.0068695  0.73881192 0.67384732],1.4300502023813584,0.0028816773757074,"(11, 20)",304923.5339040756,304913.7526292801,1538716.3680639267,1538717.948717594,1.5125999450683594,0.082549742687001,2826499544.0830326,2483200313.313802,2484739031.26252,2482895399.5611725,2826804467.6169367,2828343183.9850006,0.1676835362417479,3.0616703033447266
2.3386908447598462,21,10,2660404095.65498,3072905988.647583,3073214351.8566136,2660712474.109975,3074753069.805332,2662251190.258408,-95.70850372314452,-98.19889831542967,0.7663999795913696,-1.5180000066757202,[0.00715928 0.10241622 0.12916979],[ 0.02090392 -0.00848847 -0.36764699  0.9296917 ],[0.03590488 1.99251052 0.10971022],[-0.01302867  0.00419978 -0.42391097  0.90560029],[ 0.01675225 -1.98235124  0.13892718],[0.00614464 0.00681436 0.7388697  0.67378585],2.332802741230719,0.0058881035291271,"(21, 10)",308378.90625,308363.1936097145,1538715.8829126358,1538717.948718071,2.4165000915527344,0.0836973503220153,2660404095.365084,3073214351.77534,3074753069.724058,3072905988.5817304,2660712474.2713337,2662251190.1542463,0.1874508881269477,3.371293067932129
1.8795371253844428,10,20,3160258013.7155886,2883408473.4954047,2883714824.6120872,3160564377.225631,2885253542.5608053,3162103094.424338,-94.17359924316406,-91.19000244140624,0.2617000043392181,-0.3528999984264374,[0.00736919 0.10246678 0.12940752],[ 0.02117067 -0.00763451 -0.36743706  0.92977602],[0.03603817 1.99260511 0.11001165],[-0.0125799   0.00511152 -0.4231724   0.90594735],[ 0.01669873 -1.98230158  0.13896898],[0.00620084 0.00691323 0.73879327 0.67386813],1.8803950114241224,-0.0008578860396797,"(10, 20)",306363.66624069214,306351.0679583549,1538717.1975159645,1538717.948718071,1.9101999998092647,0.0298049883851421,3160258013.634315,2883714824.5317497,2885253542.480468,2883408473.4637914,3160564377.300556,3162103094.498072,0.1841260702496545,3.460676908493042
2.018069062413576,31,10,2471459752.4344945,3172858549.7243724,3173216819.805332,2471818036.160659,3174755537.75405,2473356754.874112,-82.0509033203125,-82.62570190429688,-0.9200999736785888,0.6761000156402588,[0.00710843 0.10240841 0.12923581],[ 0.02091084 -0.00834102 -0.36765986  0.92968779],[0.03588111 1.99252663 0.10968781],[-0.01177639  0.00463389 -0.42317466  0.90595973],[ 0.01669145 -1.98232381  0.13895893],[0.00620691 0.00682706 0.73881188 0.67384855],2.0223985544968714,-0.0043294920832961,"(31, 10)",358283.9105067253,358269.8411207199,1538718.7938203812,1538717.948718071,2.0787999629974365,0.056401408500565,2471459752.4163666,3173216819.724058,3174755537.672776,3172858549.8829374,2471818036.3268733,2473356755.1206937,0.1708896312820263,3.472156286239624
1.4233773194449262,11,20,3514480537.7508063,3170876902.837684,3171183718.842857,3514787362.9419365,3172722436.791575,3516326079.322713,-82.46269989013672,-81.77570343017578,0.6183000206947327,-0.8855999708175659,[0.00714379 0.10264802 0.12898748],[ 0.02088975 -0.00710097 -0.36694059  0.92998268],[0.03593413 1.99254206 0.1097687 ],[-0.01261919  0.00441001 -0.42349769  0.90579855],[ 0.0166541  -1.98229982  0.13887974],[0.00617598 0.00678577 0.73882044 0.67383987],1.4298719469665635,-0.0064946275216373,"(11, 20)",306825.3737230301,306815.7019982338,1538716.3837137222,1538717.948718071,1.496000051498413,0.0661281045318495,3514480537.672776,3171183718.76252,3172722436.7112374,3170876903.060521,3514787363.0465,3516326079.430213,0.162161687887663,3.7588047981262207
3.9035448682415375,31,20,2797396539.2934685,3221945691.183355,3222252725.2531133,2797703599.515555,3223791443.201832,2799242317.979798,-95.4561004638672,-94.36799621582033,-0.9434000253677368,0.1629000008106231,[0.00732338 0.10285316 0.12899823],[ 0.02067666 -0.00624364 -0.36639341  0.93020931],[0.03600073 1.99258198 0.10976691],[-0.01294398  0.00457859 -0.42358136  0.90575385],[ 0.01669728 -1.98231089  0.13894403],[0.00622752 0.00695034 0.73881432 0.67384442],3.902114162858876,0.0014307053826616,"(31, 20)",307060.12432432175,307034.0513572693,1538718.543419361,1538717.948718071,3.88919997215271,-0.0129141907061658,2797396539.275341,3222252725.172776,3223791443.121494,3221945691.1214185,2797703599.399665,2799242317.943084,0.1860590768519952,3.801033735275269
1.888900476021801,20,10,3292004303.778754,3703286469.942041,3703596314.99764,3292314161.511763,3705135032.946357,3293852879.819241,-92.154296875,-93.40850067138672,-0.6854000091552734,0.0810000002384185,[0.00722202 0.10285958 0.1289823 ],[ 0.02057971 -0.00606805 -0.36633222  0.93023669],[0.03590448 1.99252166 0.10982284],[-0.01203567  0.00487671 -0.42334531  0.90587525],[ 0.01672319 -1.98234523  0.13893814],[0.0061119  0.00680198 0.73887445 0.67378106],1.879986376105404,0.0089140999163965,"(20, 10)",309857.80373620987,309844.9394030571,1538718.3086690905,1538717.948717594,1.916800022125244,0.0368136460198398,3292004303.6984167,3703596314.916366,3705135032.865084,3703286469.976963,3292314161.502153,3293852879.810822,0.1843440471482124,4.001692533493042
3.5625618513010453,30,20,2979355778.2105007,3471770251.829843,3472074616.278754,2979660166.182396,3473613334.2274723,2981198882.8621783,-99.06819915771484,-97.99250030517578,0.7748000025749207,-0.7738999724388123,[0.00717062 0.10282459 0.12890559],[ 0.02036443 -0.00647739 -0.3666494   0.9301137 ],[0.03595493 1.99251892 0.10984815],[-0.01223545  0.00508069 -0.42332703  0.90587985],[ 0.01670194 -1.98230639  0.13894049],[0.00628183 0.00690605 0.7388691  0.67378431],3.571225419805924,-0.0086635685048785,"(30, 20)",304388.114733696,304364.4831728935,1538716.587164402,1538717.948718071,3.5815000534057617,0.0102746335998378,2979355778.057392,3472074616.1984167,3473613334.147135,3471770251.715244,2979660166.1721253,2981198882.7592897,0.1884432571751801,4.047305345535278
1.4279239399784347,20,11,3791990409.5479856,4202809900.263138,4203115209.225165,3792295728.2227454,4204653927.173883,3793834447.097753,-81.79769897460938,-82.47090148925781,-1.4704999923706057,0.6155999898910522,[0.00717523 0.10280204 0.12885761],[ 0.02070325 -0.00651585 -0.36655858  0.93014178],[0.03586841 1.99256763 0.10967956],[-0.0126986   0.00418454 -0.42372985  0.90568989],[ 0.01668685 -1.98230368  0.13891545],[0.00623771 0.00679843 0.73886501 0.6737903 ],1.42975326978394,-0.0018293298055052,"(20, 11)",305318.9791164398,305308.7752904892,1538718.8720703125,1538717.948718071,1.5016000270843506,0.0718467573004106,3791990409.467648,4203115209.147135,4204653927.095853,4202809900.371844,3792295728.446765,3793834447.318835,0.1628184207825675,4.502795457839966
2.32278896233997,21,10,4107365337.64216,4519868987.296241,4520174688.395075,4107671053.90261,4521713406.343793,4109209770.144943,-96.0814971923828,-98.41560363769533,1.0002000331878662,-1.3279999494552612,[0.007265   0.10258994 0.12915277],[ 0.02105327 -0.00667277 -0.36684993  0.93001793],[0.03603596 1.99254565 0.10980353],[-0.01332462  0.00497804 -0.42359622  0.9057394 ],[ 0.01672148 -1.98233745  0.13896257],[0.00613852 0.00687151 0.73879714 0.67386489],2.332618851471421,-0.0098298891314514,"(21, 10)",305716.7092347145,305701.0904941559,1538715.9768128395,1538717.948718071,2.3991000652313232,0.0664812137599017,4107365337.352264,4520174688.313802,4521713406.26252,4519868987.223308,4107671054.061498,4109209770.038311,0.1876533442588214,4.818662405014038
1.8734389621362293,11,21,4593450746.084141,4383058928.592888,4383370906.552416,4593762736.697236,4384909624.501134,4595301455.393559,-85.92500305175781,-83.39759826660156,-1.0253000259399414,0.8046000003814697,[0.00720343 0.10259122 0.12907578],[ 0.0209439  -0.00680609 -0.36687751  0.93000854],[0.0359636  1.99251641 0.10971105],[-0.01315205  0.00468018 -0.4236554   0.90571581],[ 0.01675616 -1.9823735   0.13896823],[0.00612662 0.00686799 0.7388064  0.67385488],1.8824656161111453,-0.0090266539749159,"(11, 21)",311991.0137472153,311977.0539112091,1538718.965970993,1538717.948718071,2.0608999729156494,0.1784343568045037,4593450746.006111,4383370906.26252,4384909624.211238,4383058929.208609,4593762737.019858,4595301455.985829,0.2003440267889913,4.825404405593872
1.4378017014112956,20,11,4531969856.663372,4942788788.344677,4943094776.532859,4532275854.621277,4944633494.481577,4533814573.449335,-82.14289855957031,-82.20909881591797,-1.2003999948501587,0.2887000143527984,[0.00726649 0.10285295 0.12889175],[ 0.02091382 -0.00643738 -0.3665221   0.93015199],[0.03588995 1.99251922 0.10968717],[-0.01257712  0.00450585 -0.42370276  0.90570276],[ 0.0167487  -1.98235188  0.13893346],[0.00614401 0.00682291 0.73887824 0.6737764 ],1.4296485968396846,0.008153104571611,"(20, 11)",305998.2221546173,305987.940079689,1538718.825120926,1538717.948718071,1.5146000385284424,0.0849514416887577,4531969856.5830345,4943094776.454829,4944633494.403547,4942788788.51475,4532275854.805189,4533814573.63031,0.1650581092505,5.24299430847168
