0.1000000000000000056 0.003253264 0.003253585 0.005293785 0.01960475 0.01821355 0.02185243 
0.2000000000000000111 0.002374465 0.002385377 0.0039845 0.01409904 0.01303539 0.01982132 
0.3000000000000000444 0.001974523 0.001992201 0.003376315 0.01164611 0.01076449 0.01973041 
0.4000000000000000222 0.001737235 0.001746168 0.002905574 0.01015215 0.009374008 0.01967391 
0.5 0.001575668 0.001588784 0.002502377 0.009147395 0.008406637 0.01955633 
0.6000000000000000888 0.001457892 0.001471065 0.002224842 0.00838492 0.007678941 0.01953628 
0.7000000000000000666 0.001370629 0.00138431 0.002060564 0.007850722 0.007162192 0.01961432 
0.8000000000000000444 0.001300233 0.001308206 0.001934475 0.007378022 0.006732715 0.01965781 
0.9000000000000000222 0.001236714 0.001259196 0.001855482 0.006993512 0.006396176 0.01966859 
1 0.0011917 0.001215844 0.001792926 0.006681374 0.006075776 0.01966448 
1.100000000000000089 0.001143798 0.001169091 0.001726525 0.006419994 0.005819546 0.01951481 
1.200000000000000178 0.001107989 0.001137966 0.001657505 0.006142625 0.005601368 0.01937534 
1.300000000000000044 0.001072833 0.001108514 0.001583214 0.005957379 0.005376088 0.01924716 
1.400000000000000133 0.001045919 0.001085011 0.001524726 0.005785705 0.005241676 0.01913291 
1.5 0.00102106 0.001057883 0.001491538 0.005586234 0.005031794 0.01895582 
1.600000000000000089 0.000995024 0.001040953 0.001451083 0.005433373 0.00488908 0.01879617 
1.700000000000000178 0.0009787874 0.00101901 0.001430249 0.005305062 0.004772912 0.01865554 
1.800000000000000044 0.0009564818 0.001010052 0.001402372 0.005156223 0.004651323 0.0185012 
1.900000000000000133 0.0009378726 0.0009914601 0.001386021 0.005076578 0.004566091 0.01842264 
2 0.0009265036 0.0009759449 0.001350889 0.004934423 0.0044687 0.01830424 
2.100000000000000089 0.0009110974 0.0009623485 0.001322053 0.004870675 0.004365991 0.01818319 
2.200000000000000178 0.0008979915 0.0009516474 0.001304965 0.004794687 0.004256365 0.01807121 
2.300000000000000266 0.0008837476 0.0009429079 0.001289496 0.004672104 0.004185156 0.01798426 
2.400000000000000355 0.0008739652 0.0009304317 0.001272115 0.004638007 0.004171897 0.01789127 
2.5 0.0008639176 0.0009246708 0.001253765 0.004540666 0.004052509 0.01780551 
2.600000000000000089 0.0008590939 0.0009154347 0.001253431 0.004466104 0.004000264 0.01763887 
2.700000000000000178 0.0008447126 0.0009077446 0.001229284 0.004391197 0.003937889 0.01770324 
2.800000000000000266 0.0008364664 0.0008986199 0.001218575 0.004362718 0.003890174 0.01748325 
2.900000000000000355 0.0008317358 0.0008914839 0.0012119 0.004262909 0.00383876 0.01756596 
3 0.0008321079 0.0008822025 0.001196355 0.004257955 0.003795003 0.01743824 
3.100000000000000089 0.0008205089 0.00088167 0.00119005 0.00420964 0.003756518 0.01738849 
3.200000000000000178 0.0008169741 0.0008737296 0.001175942 0.004130503 0.003706126 0.01737969 
3.300000000000000266 0.0008056278 0.0008672155 0.001186351 0.00409209 0.00366144 0.01719975 
3.400000000000000355 0.0008018801 0.0008604876 0.001178343 0.004074461 0.003640452 0.01717052 
3.5 0.0007990056 0.000866693 0.001160883 0.004016763 0.00360123 0.01729004 
